,Unnamed: 0,idx,Formation Energy,cif,Space group number
0,13,60,-2.522046615,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.18901702
_cell_length_b   5.73078869
_cell_length_c   7.09364354
_cell_angle_alpha   109.65210977
_cell_angle_beta   89.51712229
_cell_angle_gamma   117.13133686
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   174.13438632
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.38853811  0.98873247  0.22753715  1
  V  V1  1  0.38869140  0.98876502  0.72753654  1
  V  V2  1  0.75612718  0.72745134  0.00610953  1
  V  V3  1  0.75934986  0.72676922  0.50468546  1
  V  V4  1  0.01792741  0.25073420  0.95040166  1
  V  V5  1  0.02104565  0.25009050  0.44907170  1
  O  O6  1  0.36415357  0.61752558  0.56525191  1
  O  O7  1  0.41317561  0.35998971  0.88986275  1
  O  O8  1  0.73214082  0.38555520  0.39381527  1
  O  O9  1  0.59222924  0.99749658  0.97993559  1
  O  O10  1  0.04492992  0.59189210  0.06138817  1
  O  O11  1  0.12426848  0.14017197  0.16541526  1
  O  O12  1  0.82262705  0.15259639  0.67570659  1
  O  O13  1  0.65287451  0.83734945  0.28973423  1
  O  O14  1  0.18500826  0.98004888  0.47518048  1
  O  O15  1  0.95473493  0.82513540  0.77947672  1
",2
1,17,79,-2.4779882793750003,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.17758877
_cell_length_b   5.13826735
_cell_length_c   7.87560496
_cell_angle_alpha   73.25624245
_cell_angle_beta   75.53323095
_cell_angle_gamma   79.61722381
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   192.94794491
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.24791740  0.27583851  0.34121536  1
  V  V1  1  0.70813245  0.95298163  0.62656146  1
  V  V2  1  0.12233164  0.37084559  0.73083959  1
  V  V3  1  0.55286090  0.31641907  0.94422723  1
  V  V4  1  0.18459527  0.82238808  0.02222544  1
  V  V5  1  0.57976756  0.72426225  0.29051669  1
  O  O6  1  0.76090013  0.59708565  0.72894403  1
  O  O7  1  0.34418523  0.51541218  0.47556005  1
  O  O8  1  0.93154661  0.60607837  0.24624599  1
  O  O9  1  0.22055032  0.56374357  0.87502340  1
  O  O10  1  0.44514919  0.08870118  0.80100127  1
  O  O11  1  0.91115690  0.11399602  0.94168894  1
  O  O12  1  0.56436557  0.99755917  0.42514269  1
  O  O13  1  0.99281994  0.14716844  0.56694173  1
  O  O14  1  0.34429690  0.02598311  0.16423072  1
  O  O15  1  0.47608197  0.52858518  0.13214340  1
",1
2,16,71,-2.473818463125,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89478822
_cell_length_b   5.65390174
_cell_length_c   9.19498069
_cell_angle_alpha   97.42284542
_cell_angle_beta   90.50941338
_cell_angle_gamma   107.84314526
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   190.87341407
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.39052520  0.60000254  0.10059329  1
  V  V1  1  0.71002251  0.20503632  0.16473074  1
  V  V2  1  0.57387969  0.98469505  0.46474154  1
  V  V3  1  0.89331499  0.58962886  0.52883577  1
  V  V4  1  0.49717307  0.81690327  0.77441929  1
  V  V5  1  0.78704366  0.37290921  0.85500427  1
  O  O6  1  0.41752760  0.64456851  0.55404139  1
  O  O7  1  0.03048294  0.89005126  0.45296425  1
  O  O8  1  0.93934072  0.69188550  0.74248110  1
  O  O9  1  0.64734454  0.12927958  0.67418478  1
  O  O10  1  0.25340755  0.29969082  0.17628743  1
  O  O11  1  0.63673724  0.06048280  0.95524924  1
  O  O12  1  0.86633651  0.54513079  0.07533277  1
  O  O13  1  0.52207141  0.86963857  0.23487088  1
  O  O14  1  0.76183953  0.31992532  0.39455369  1
  O  O15  1  0.34495082  0.49801758  0.88686556  1
",2
3,11,56,-2.4710177162499987,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.93593834
_cell_length_b   6.30991569
_cell_length_c   8.05166116
_cell_angle_alpha   101.16397569
_cell_angle_beta   104.03037806
_cell_angle_gamma   90.13054110
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   190.07530193
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.24346079  0.14588928  0.50806463  1
  V  V1  1  0.24340521  0.65171019  0.50573315  1
  V  V2  1  0.16702792  0.49325837  0.88542760  1
  V  V3  1  0.69984631  0.99252074  0.88498208  1
  V  V4  1  0.62095716  0.84138305  0.26238438  1
  V  V5  1  0.62339111  0.33551934  0.26449932  1
  O  O6  1  0.30863831  0.44546302  0.68796193  1
  O  O7  1  0.94350363  0.72862307  0.88581943  1
  O  O8  1  0.15575935  0.35405213  0.33045681  1
  O  O9  1  0.94303251  0.25709080  0.88471109  1
  O  O10  1  0.50598195  0.54133735  0.08232345  1
  O  O11  1  0.71314561  0.13302572  0.44683665  1
  O  O12  1  0.55947693  0.04832927  0.09837237  1
  O  O13  1  0.15169117  0.85446729  0.32353941  1
  O  O14  1  0.34600725  0.93850181  0.67204862  1
  O  O15  1  0.71024079  0.63337157  0.43990507  1
",1
4,8,46,-2.4686949406250003,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.45962936
_cell_length_b   5.03840067
_cell_length_c   6.73533139
_cell_angle_alpha   111.68163034
_cell_angle_beta   101.64347151
_cell_angle_gamma   89.43283065
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   168.19729573
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.74362889  -0.00026878  0.99015710  1
  V  V1  1  0.60824740  0.38049302  0.72816919  1
  V  V2  1  0.11261072  0.87088503  0.73424809  1
  V  V3  1  0.68857378  0.70262422  0.36214349  1
  V  V4  1  0.24476462  0.49729286  -0.00499086  1
  V  V5  1  0.17703284  0.18146548  0.36716625  1
  O  O6  1  0.61147582  0.38950752  0.05538067  1
  O  O7  1  0.75101753  0.00554611  0.67180850  1
  O  O8  1  0.10732510  0.16891464  0.04814260  1
  O  O9  1  0.00345842  0.55859485  0.44776732  1
  O  O10  1  0.26390447  0.19242183  0.68502936  1
  O  O11  1  0.84616131  0.97007606  0.27594708  1
  O  O12  1  0.52785095  0.40867768  0.46811228  1
  O  O13  1  0.92258807  0.62397291  0.86031630  1
  O  O14  1  0.35980174  0.81016952  0.28512612  1
  O  O15  1  0.43262235  0.73924606  0.86595551  1
",1
5,10,55,-2.44994231,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.10237923
_cell_length_b   6.15901974
_cell_length_c   6.36728235
_cell_angle_alpha   75.61253118
_cell_angle_beta   82.85028743
_cell_angle_gamma   97.31601431
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   189.68800652
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.33531196  0.84951617  0.68589098  1
  V  V1  1  0.63370896  0.52701479  0.00432238  1
  V  V2  1  0.92417687  0.21346309  0.33444547  1
  V  V3  1  0.82905190  0.64290315  0.50429643  1
  V  V4  1  0.42467481  0.00773915  0.14844343  1
  V  V5  1  0.12583420  0.33104111  0.83606355  1
  O  O6  1  0.22406765  0.06545952  0.84873595  1
  O  O7  1  0.97622428  0.63119784  0.81414020  1
  O  O8  1  0.52112041  0.80436813  0.97193628  1
  O  O9  1  0.12741274  0.91098400  0.41075359  1
  O  O10  1  0.77999326  0.22349453  0.03082067  1
  O  O11  1  0.74682206  0.50394830  0.27139964  1
  O  O12  1  0.62677514  0.94601897  0.42353843  1
  O  O13  1  -0.00046580  0.35637394  0.56392313  1
  O  O14  1  0.47285074  0.54379121  0.71111460  1
  O  O15  1  0.28476383  0.32289510  0.12142025  1
",1
6,15,68,-2.446766237500001,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.12612684
_cell_length_b   5.08348050
_cell_length_c   7.95599724
_cell_angle_alpha   108.95837233
_cell_angle_beta   99.03811357
_cell_angle_gamma   99.27231123
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   188.57929005
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.40434669  0.86557716  0.83655091  1
  V  V1  1  0.33446200  0.61526508  0.13786098  1
  V  V2  1  0.45807168  0.06928774  0.52466154  1
  V  V3  1  0.91763688  0.11850571  0.24171941  1
  V  V4  1  0.80504201  0.67628009  0.58255028  1
  V  V5  1  0.76434681  0.43628585  0.91612442  1
  O  O6  1  0.64948823  0.81764737  0.05926293  1
  O  O7  1  0.54154923  0.49937816  0.70305736  1
  O  O8  1  0.08479945  0.63525235  0.89823675  1
  O  O9  1  0.45356086  0.27824482  0.98982747  1
  O  O10  1  0.21867942  -0.01219200  0.27307036  1
  O  O11  1  0.79256393  0.26887617  0.44135630  1
  O  O12  1  0.71608252  0.05267490  0.74714012  1
  O  O13  1  0.17795176  0.87866282  0.61923200  1
  O  O14  1  0.55836953  0.71578082  0.38956395  1
  O  O15  1  0.98474301  0.38561095  0.13497323  1
",1
7,3,25,-2.442017015624999,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.37701703
_cell_length_b   6.26510714
_cell_length_c   8.15246338
_cell_angle_alpha   87.46123354
_cell_angle_beta   90.26461145
_cell_angle_gamma   89.87694955
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   172.31310021
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.46415060  0.89492091  0.33337725  1
  V  V1  1  0.95373485  0.39232369  0.30206600  1
  V  V2  1  0.47948139  0.59708736  0.95575015  1
  V  V3  1  0.48599981  0.23919458  0.66574892  1
  V  V4  1  0.96738045  0.73683363  0.63404641  1
  V  V5  1  0.97532847  0.03253032  0.01185097  1
  O  O6  1  0.45517834  0.93466955  0.58031329  1
  O  O7  1  0.98554485  0.45016146  0.07776641  1
  O  O8  1  0.48448903  0.84847329  0.09771443  1
  O  O9  1  0.48073700  0.54904339  0.70854003  1
  O  O10  1  0.97106530  0.26227943  0.59137830  1
  O  O11  1  0.94693525  0.69533251  0.38765431  1
  O  O12  1  0.46784514  0.36354518  0.37832050  1
  O  O13  1  0.97440777  0.08130245  0.25878719  1
  O  O14  1  0.98517076  0.78145793  0.86986325  1
  O  O15  1  0.47104698  0.18359432  0.89221857  1
",1
8,4,28,-2.4391214156250003,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.26423267
_cell_length_b   5.58176387
_cell_length_c   6.21919414
_cell_angle_alpha   90.25366064
_cell_angle_beta   99.42731644
_cell_angle_gamma   105.95489057
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   173.09465070
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.18606946  0.92268557  0.53490988  1
  V  V1  1  0.37336304  0.21868891  0.00916555  1
  V  V2  1  0.79123324  0.07609202  0.78051682  1
  V  V3  1  0.36128053  0.70927738  0.00705463  1
  V  V4  1  0.94095899  0.34577667  0.25644113  1
  V  V5  1  0.51382285  0.50232963  0.50164683  1
  O  O6  1  0.85585770  0.58159681  0.49278176  1
  O  O7  1  0.63170335  0.50820487  0.08491203  1
  O  O8  1  0.11479457  0.91449397  0.87235694  1
  O  O9  1  0.07106952  0.37177756  0.95009822  1
  O  O10  1  0.27113380  0.67402793  0.31195262  1
  O  O11  1  0.47274803  0.23452990  0.70047526  1
  O  O12  1  0.64774754  0.04022645  0.07394917  1
  O  O13  1  0.28114429  0.20286979  0.30710348  1
  O  O14  1  0.89948710  0.10349508  0.50354714  1
  O  O15  1  0.47622500  0.74853845  0.70720553  1
",1
9,12,58,-2.4387920212499994,"# generated using pymatgen
data_V3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.92944560
_cell_length_b   5.20686126
_cell_length_c   6.69189483
_cell_angle_alpha   74.28965842
_cell_angle_beta   76.33676513
_cell_angle_gamma   70.92070808
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V3O5
_chemical_formula_sum   'V6 O10'
_cell_volume   185.46689863
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.72525726  0.68619834  0.34778785  1
  V  V1  1  0.18629613  0.97921634  0.10924266  1
  V  V2  1  0.39245112  0.52210367  0.74785946  1
  V  V3  1  0.58112348  0.32967317  0.16618556  1
  V  V4  1  0.26306310  0.13140513  0.56179554  1
  V  V5  1  0.87619314  0.57872474  0.77232925  1
  O  O6  1  0.56777088  0.80884521  0.62491850  1
  O  O7  1  0.88007021  -0.00055300  0.24098769  1
  O  O8  1  0.19396267  0.24585792  0.85333197  1
  O  O9  1  0.11042137  0.81074884  0.68527497  1
  O  O10  1  0.39201183  0.03056166  0.26077398  1
  O  O11  1  0.48134374  0.40207705  0.47547986  1
  O  O12  1  0.30202226  0.63841797  0.04637814  1
  O  O13  1  0.66368822  0.30572032  0.86462536  1
  O  O14  1  0.98044418  0.43904564  0.50559693  1
  O  O15  1  0.77870341  0.58625601  0.08091228  1
",1
