,Unnamed: 0,idx,Formation Energy,cif,Space group number
0,4,138,-2.290318302857143,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.64303611
_cell_length_b   5.15387887
_cell_length_c   5.14686696
_cell_angle_alpha   80.35199833
_cell_angle_beta   63.42628045
_cell_angle_gamma   63.38189119
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   98.39397073
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.90316552  0.73800019  0.09918092  1
  V  V1  1  0.74575110  0.23874166  0.60167537  1
  O  O2  1  0.34658202  0.51735074  0.87694056  1
  O  O3  1  0.09250845  0.23926610  0.60403610  1
  O  O4  1  0.90206971  0.96040126  0.32226628  1
  O  O5  1  0.68308450  0.94961266  0.88874461  1
  O  O6  1  0.68731972  0.52524439  0.31006315  1
",1
1,10,21,-2.277812422857142,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.56333435
_cell_length_b   5.93228178
_cell_length_c   5.94738782
_cell_angle_alpha   120.09085204
_cell_angle_beta   97.37579501
_cell_angle_gamma   105.12748883
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   155.85020522
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.95368360  0.66083628  0.54754457  1
  V  V1  1  0.95287741  0.33452531  0.88233652  1
  O  O2  1  0.26852760  0.77698720  0.64731265  1
  O  O3  1  0.83412510  0.45389916  0.68090624  1
  O  O4  1  0.85569312  0.95775378  0.67752877  1
  O  O5  1  0.26787285  0.47447523  -0.01362567  1
  O  O6  1  0.84159431  0.44641604  0.17894092  1
",1
2,12,23,-2.2713623642857144,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41605558
_cell_length_b   5.42499019
_cell_length_c   5.26877292
_cell_angle_alpha   64.26134047
_cell_angle_beta   64.23784521
_cell_angle_gamma   67.20478211
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   121.76278423
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.86567604  0.14998542  0.60103722  1
  V  V1  1  0.45417503  0.73824020  0.83606312  1
  O  O2  1  0.27835091  0.56343350  0.16047167  1
  O  O3  1  0.87988022  0.16558937  0.28119059  1
  O  O4  1  0.70424128  0.49782991  0.63817809  1
  O  O5  1  0.21411177  -0.01253957  0.63716831  1
  O  O6  1  0.63927475  0.92433619  0.88426001  1
",8
3,20,54,-2.270904362857144,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.74133182
_cell_length_b   5.85037093
_cell_length_c   5.88368629
_cell_angle_alpha   117.63112783
_cell_angle_beta   90.46741747
_cell_angle_gamma   89.34094791
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   144.58138919
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.22598538  0.98621374  0.43759764  1
  V  V1  1  0.22592352  0.32643224  0.09617974  1
  O  O2  1  0.88595228  0.98628989  0.43622548  1
  O  O3  1  0.33976195  0.15131642  0.76738996  1
  O  O4  1  0.88588588  0.33228800  0.09563629  1
  O  O5  1  0.33786035  0.15888274  0.27038761  1
  O  O6  1  0.34242765  0.65572996  0.26407428  1
",1
4,6,97,-2.269688072857143,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.67660208
_cell_length_b   5.50923712
_cell_length_c   5.54321911
_cell_angle_alpha   65.94692257
_cell_angle_beta   68.07171910
_cell_angle_gamma   68.38690578
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   116.97785044
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.75278620  0.44194616  0.59491231  1
  V  V1  1  0.51858399  0.83475182  0.98899384  1
  O  O2  1  0.79877885  0.63043418  0.77623270  1
  O  O3  1  0.54376792  0.18719915  0.83525848  1
  O  O4  1  0.16591357  0.84015875  0.99884016  1
  O  O5  1  0.54898022  0.67518639  0.33744570  1
  O  O6  1  0.10179425  0.28803055  0.44782980  1
",1
5,3,53,-2.266666021428572,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.60394986
_cell_length_b   4.42674242
_cell_length_c   6.08665364
_cell_angle_alpha   88.17396788
_cell_angle_beta   73.42957546
_cell_angle_gamma   86.77377553
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   92.91201943
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.55441655  0.86213484  0.75099385  1
  V  V1  1  0.25502003  0.64466615  0.34728836  1
  O  O2  1  0.27114094  0.28037840  0.34217793  1
  O  O3  1  0.08931570  0.75510570  0.68518038  1
  O  O4  1  0.40503556  0.75369249  0.04919513  1
  O  O5  1  0.71996667  0.75113087  0.41310466  1
  O  O6  1  0.53652855  0.22656555  0.75577768  1
",2
6,2,4,-2.265326555714285,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.28555329
_cell_length_b   5.28880234
_cell_length_c   5.40698327
_cell_angle_alpha   66.19259552
_cell_angle_beta   66.34330636
_cell_angle_gamma   67.34131023
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   122.08765054
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.27068612  0.14035690  0.98156609  1
  V  V1  1  0.83552916  0.70691728  0.56021860  1
  O  O2  1  0.05126112  0.92493169  0.27009311  1
  O  O3  1  0.40546929  0.27566475  0.10468387  1
  O  O4  1  0.05485709  0.42372262  0.76921095  1
  O  O5  1  0.55405486  0.92209678  0.77291842  1
  O  O6  1  0.69897835  0.57232997  0.43811896  1
",1
7,29,131,-2.2511104385714287,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.55948825
_cell_length_b   5.56599739
_cell_length_c   5.16354476
_cell_angle_alpha   64.32161031
_cell_angle_beta   63.98934203
_cell_angle_gamma   66.71469242
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   125.19018270
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.22373429  0.63428963  0.46810371  1
  V  V1  1  0.60568197  0.01629175  0.47194653  1
  O  O2  1  0.57720092  -0.01067266  0.80822457  1
  O  O3  1  0.46876518  0.37639172  0.28713530  1
  O  O4  1  0.96677395  0.87616948  0.28664570  1
  O  O5  1  0.40307460  0.81599401  0.50729553  1
  O  O6  1  0.05554709  0.46877908  0.80264366  1
",1
8,30,145,-2.247662551428572,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.52223229
_cell_length_b   5.50287002
_cell_length_c   4.81096800
_cell_angle_alpha   114.23090078
_cell_angle_beta   111.73866911
_cell_angle_gamma   67.65278623
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   119.25608936
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.83018314  0.48264873  0.16230896  1
  V  V1  1  0.44161814  0.09395437  0.15559127  1
  O  O2  1  0.44170514  0.11147079  0.49956609  1
  O  O3  1  0.09346802  0.23852336  0.96768060  1
  O  O4  1  0.59360495  0.73385956  0.96577403  1
  O  O5  1  0.97955586  0.65394749  0.50491364  1
  O  O6  1  0.64984574  0.30035470  0.21400942  1
",1
9,25,95,-2.242154854285713,"# generated using pymatgen
data_V2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.64903386
_cell_length_b   4.56050317
_cell_length_c   5.95039567
_cell_angle_alpha   82.21509991
_cell_angle_beta   74.13902643
_cell_angle_gamma   80.60371257
_symmetry_Int_Tables_number   1
_chemical_formula_structural   V2O5
_chemical_formula_sum   'V2 O5'
_cell_volume   93.54357525
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.85897003  0.16015965  0.04664692  1
  V  V1  1  0.50267538  0.39168519  0.62947410  1
  O  O2  1  0.37411272  0.25603582  0.97333739  1
  O  O3  1  0.44715135  0.75050293  0.59964826  1
  O  O4  1  0.68111232  0.27549227  0.33818358  1
  O  O5  1  0.91405634  0.80144098  0.07612711  1
  O  O6  1  0.98769687  0.29609616  0.70284064  1
",2
